6300.00000	0.001755
6320.00000	0.001640
6340.00000	0.001665
6360.00000	0.001791
6380.00000	0.001894
6400.00000	0.002027
6420.00000	0.002182
6440.00000	0.002314
6460.00000	0.002451
6480.00000	0.002506
6500.00000	0.002585
6520.00000	0.002615
6540.00000	0.002717
6560.00000	0.002800
6580.00000	0.002869
6600.00000	0.002930
6620.00000	0.003061
6640.00000	0.003351
6660.00000	0.003853
6680.00000	0.004837
6700.00000	0.006631
6720.00000	0.010198
6740.00000	0.016627
6760.00000	0.027836
6780.00000	0.045690
6800.00000	0.071592
6820.00000	0.109828
6840.00000	0.161851
6860.00000	0.229288
6880.00000	0.308949
6900.00000	0.392348
6920.00000	0.468558
6940.00000	0.539798
6960.00000	0.608839
6980.00000	0.680739
7000.00000	0.750000
7020.00000	0.803870
7040.00000	0.837731
7060.00000	0.859279
7080.00000	0.875550
7100.00000	0.901935
7120.00000	0.932718
7140.00000	0.960642
7160.00000	0.981530
7180.00000	0.983289
7200.00000	0.975374
7220.00000	0.973175
7240.00000	0.972515
7260.00000	0.985488
7280.00000	0.994943
7300.00000	1.000000
7320.00000	0.993184
7340.00000	0.978672
7360.00000	0.965259
7380.00000	0.960202
7400.00000	0.962621
7420.00000	0.965259
7440.00000	0.972296
7460.00000	0.965259
7480.00000	0.962181
7500.00000	0.950528
7520.00000	0.945910
7540.00000	0.936456
7560.00000	0.931838
7580.00000	0.919745
7600.00000	0.903254
7620.00000	0.897757
7640.00000	0.886763
7660.00000	0.888083
7680.00000	0.896438
7700.00000	0.892480
7720.00000	0.888522
7740.00000	0.868294
7760.00000	0.853342
7780.00000	0.831574
7800.00000	0.833993
7820.00000	0.829376
7840.00000	0.837291
7860.00000	0.826737
7880.00000	0.817942
7900.00000	0.796614
7920.00000	0.780563
7940.00000	0.770229
7960.00000	0.771768
7980.00000	0.778364
8000.00000	0.775506
8020.00000	0.769349
8040.00000	0.745163
8060.00000	0.727133
8080.00000	0.708004
8100.00000	0.705365
8120.00000	0.712181
8140.00000	0.713940
8160.00000	0.717238
8180.00000	0.704266
8200.00000	0.695031
8220.00000	0.684037
8240.00000	0.680299
8260.00000	0.673483
8280.00000	0.654134
8300.00000	0.633685
8320.00000	0.613237
8340.00000	0.609719
8360.00000	0.600704
8380.00000	0.558267
8400.00000	0.494063
8420.00000	0.475814
8440.00000	0.562885
8460.00000	0.400550
8480.00000	0.097383
8500.00000	0.024378
8520.00000	0.008810
8540.00000	0.004483
8560.00000	0.002946
8580.00000	0.002376
8600.00000	0.002034
8620.00000	0.001235
8640.00000	0.000777
8660.00000	0.000668
8680.00000	0.000646
